wid,age,country,gender,marital,parenthood
11201,37,USA,f,single,n
11202,34,IND,f,married,y
11203,44,USA,f,married,y
11204,36,USA,o,married,y
11205,62.0,USA,f,married,y
11206,30.0,USA,f,single,y
11207,42,USA,m,married,y
11208,35.0,IND,f,married,n
11209,33,USA,f,single,n
11210,36,USA,f,married,y
11211,39,USA,f,divorced,y
11212,31.0,USA,f,divorced,y
11213,26,USA,m,single,n
11214,25.0,USA,f,single,n
11215,34,USA,f,married,y
11216,46.0,USA,m,married,y
11217,33.0,USA,m,married,y
11218,27.0,USA,m,single,n
11220,44.0,USA,m,married,y
11221,31,IND,f,married,y
11222,30,USA,f,single,y
11224,27,USA,m,married,y
11225,23,USA,f,single,n
11226,31,USA,f,single,n
11227,27.0,USA,f,single,n
11228,34.0,USA,m,divorced,n
11229,19,USA,f,single,n
11231,32,USA,f,single,n
11232,35,USA,m,single,n
11233,36.0,USA,m,single,n
11234,30.0,USA,f,married,y
11235,32,USA,m,single,n
11236,24,USA,f,single,n
11237,31,USA,m,married,n
11238,59,USA,f,married,y
11239,26.0,USA,m,single,n
11240,30,USA,f,married,n
11241,40.0,USA,f,married,y
11242,36,USA,f,divorced,y
11243,28.0,USA,m,married,y
11244,36.0,IND,m,married,y
11245,29.0,IND,m,married,n
11246,46.0,USA,f,married,y
11247,27,USA,m,married,y
11249,27.0,USA,m,married,n
11250,67,USA,f,divorced,y
11251,43.0,USA,m,married,y
11253,19.0,USA,f,single,y
11254,66,USA,f,divorced,y
11255,23.0,USA,f,married,y
11257,57,USA,f,married,y
11258,41,USA,m,married,y
11259,32,USA,m,single,n
11260,55.0,USA,f,divorced,y
11261,32.0,USA,f,married,y
11262,27,USA,m,single,n
11263,22.0,USA,f,married,n
11268,18.0,USA,m,single,n
11269,30.0,USA,m,married,y
11270,41,GBR,m,married,n
11271,45,IND,m,married,y
11272,28.0,USA,m,single,n
11273,22,IND,m,single,n
11274,29.0,USA,m,single,y
11278,27,USA,m,single,n
11279,26.0,USA,f,married,n
11281,55,USA,f,divorced,y
11282,24.0,USA,m,married,n
11283,30,USA,f,single,n
11284,26.0,USA,m,single,n
11285,40,USA,m,married,y
11286,27.0,USA,m,married,n
11287,,USA,m,,
11289,44,USA,f,divorced,y
11290,47,USA,f,divorced,n
11291,39.0,USA,o,divorced,y
11293,33,USA,f,single,n
11295,28,GBR,m,single,n
11296,27,USA,m,single,n
11298,37,USA,m,single,n
11299,28.0,USA,f,single,n
11300,21.0,USA,f,single,n
11301,30,USA,f,single,y
11302,24.0,USA,f,single,n
11303,32.0,USA,m,married,y
11304,35,IND,m,married,y
11305,35.0,USA,f,single,n
11307,36.0,USA,f,married,n
11308,23,USA,m,single,n
11309,34.0,USA,f,married,y
11310,26.0,USA,m,single,y
11311,28,USA,m,single,n
11313,41,USA,f,married,y
11321,27,USA,f,single,n
11322,32,USA,m,married,y
11323,35,USA,m,single,y
11324,31.0,USA,f,married,y
11325,45.0,IND,m,married,y
11326,31,USA,f,married,n
11327,28,USA,m,single,n
11328,25.0,USA,f,single,n
11329,22,USA,m,single,n
11330,32.0,USA,f,married,y
11332,25.0,USA,f,single,n
11333,45.0,USA,f,married,y
11334,58.0,USA,f,married,y
11336,23,IND,m,single,n
11337,31,CAN,m,married,n
11338,45.0,USA,f,married,y
11343,53.0,USA,m,married,y
11345,31,USA,m,single,n
11346,33.0,USA,f,single,n
11347,66.0,USA,m,married,y
11348,35.0,USA,m,married,y
11349,23.0,USA,f,single,n
11350,63.0,USA,f,married,n
11351,30,USA,f,single,n
11352,21,USA,m,single,n
11353,26.0,USA,f,single,n
11354,34,USA,f,married,y
11355,28,USA,f,married,n
11356,33,IND,f,married,y
11357,36,USA,m,single,n
11359,25.0,USA,m,single,n
11360,33.0,USA,f,married,y
11362,27.0,USA,f,single,n
11363,40,USA,m,married,y
11364,29.0,TTO,f,married,n
11365,30.0,USA,m,single,n
11367,36.0,USA,m,single,y
11368,37.0,USA,m,married,y
11369,31.0,USA,o,married,n
11370,40.0,USA,f,single,y
11371,21,USA,m,single,n
11373,30.0,USA,m,single,n
11375,42,USA,f,married,y
11380,28,USA,f,single,n
11381,42.0,USA,f,married,y
11382,27.0,USA,f,married,n
11383,24,USA,f,married,y
11386,23.0,USA,f,single,n
11387,30,USA,m,married,y
11389,21,USA,m,single,n
11390,24.0,USA,f,single,n
11391,23,USA,f,single,n
11392,37.0,USA,f,single,n
11393,48.0,USA,f,married,n
11395,24,USA,m,single,y
11396,29.0,USA,f,married,y
11398,43.0,USA,m,single,y
11399,50.0,USA,f,married,n
11400,28,IND,m,single,n
11402,32,USA,m,married,n
11403,58,USA,f,married,n
11405,22,USA,m,single,n
11407,32.0,,m,married,n
11408,28,ASM,m,married,y
11409,28.0,USA,m,single,n
11410,23,USA,f,single,n
11413,23.0,USA,m,single,n
11414,27,USA,f,single,y
11415,55,USA,f,single,n
11416,25,USA,f,single,n
11417,27,USA,f,married,y
11418,23,USA,m,divorced,n
11419,20.0,USA,f,single,n
11421,33,USA,f,married,y
11423,24.0,USA,m,single,n
11424,25.0,USA,m,single,n
11425,42.0,USA,f,married,y
11426,33.0,USA,f,divorced,y
11427,23.0,USA,f,married,n
11429,33,USA,f,single,n
11432,26,USA,f,single,n
11433,27,USA,m,married,n
11434,32.0,USA,f,single,n
11435,34.0,GBR,f,single,n
11436,25.0,USA,f,single,n
11437,20,IND,f,single,n
11438,29,USA,m,single,n
11440,34,USA,f,single,n
11442,36.0,USA,m,single,n
11443,36.0,USA,f,married,y
11444,31,USA,f,married,y
11445,38.0,USA,f,single,n
11446,30.0,USA,m,single,n
11447,51.0,USA,f,married,y
11448,25,USA,f,married,n
11450,27,USA,f,single,n
11451,26.0,USA,m,single,n
11452,21,USA,m,single,n
11453,27.0,IND,m,single,n
11455,31,USA,f,married,y
11457,20.0,USA,m,single,n
11459,30,USA,f,married,y
11460,30.0,USA,f,single,y
11461,27,USA,f,single,n
11463,26,USA,f,married,y
11464,58,USA,m,married,y
11465,39.0,USA,m,married,y
11466,34.0,USA,f,married,y
11467,38,USA,f,married,y
11468,29,USA,m,single,n
11469,18.0,USA,f,single,n
11470,26,USA,m,single,n
11474,28.0,USA,m,single,n
11477,24,USA,f,single,n
11478,34,USA,f,married,y
11479,33.0,USA,f,married,y
11480,24,USA,m,single,n
11481,40.0,USA,f,married,y
11482,37.0,USA,f,divorced,y
11483,22,USA,m,single,n
11485,27.0,IND,m,single,n
11487,20,IND,m,single,n
11489,23.0,USA,f,single,n
11490,22,USA,f,single,n
11491,55.0,BEL,f,widowed,y
11492,38,USA,f,married,y
11493,48,USA,f,divorced,y
11494,21.0,USA,m,single,n
11495,20,USA,f,single,n
11496,27.0,USA,m,single,n
11497,30,USA,m,single,n
11498,40.0,USA,f,single,y
11500,36.0,USA,m,married,y
11501,29.0,USA,m,single,n
11504,23.0,USA,f,single,n
11506,50.0,USA,f,married,y
11507,24,USA,o,single,n
11509,25,IND,f,single,n
11510,32.0,USA,f,single,y
11512,31,USA,f,single,n
11514,52.0,USA,m,married,y
11515,31,USA,m,married,y
11516,53,,f,single,n
11517,23,USA,f,married,y
11520,19.0,USA,m,single,n
11521,37,IND,m,married,y
11526,22,USA,f,single,n
11527,31.0,USA,f,married,y
11528,22.0,USA,f,single,n
11530,31,USA,m,single,y
11531,27.0,USA,m,single,n
11534,25,USA,m,single,n
11535,48.0,USA,f,married,y
11537,39.0,VEN,m,divorced,y
11541,36.0,USA,m,single,n
11542,38.0,USA,o,married,y
11543,33,USA,f,married,y
11544,25,USA,m,single,n
11545,30,USA,m,single,n
11547,26.0,USA,m,single,n
11548,23.0,USA,f,single,n
11549,55.0,USA,f,widowed,y
11551,22.0,USA,f,single,n
11552,25.0,USA,m,single,n
11553,32.0,USA,m,married,y
11554,34,USA,m,single,n
11555,57.0,USA,m,single,n
11556,60.0,USA,f,divorced,y
11557,23.0,USA,f,single,n
11558,30,USA,m,single,n
11560,38.0,USA,m,married,y
11561,33.0,USA,m,married,n
11562,54,USA,f,divorced,y
11563,,USA,f,married,y
11564,31,USA,m,married,n
11565,20,USA,f,single,n
11566,21,USA,m,married,y
11568,43.0,USA,f,single,n
11570,33,USA,f,single,n
11571,23,USA,f,married,n
11573,24,IND,m,single,n
11574,30.0,USA,m,single,n
11575,27.0,USA,m,married,n
11578,55,USA,f,married,y
11579,30,PRI,m,single,n
11580,36,USA,m,single,n
11581,29.0,USA,f,widowed,y
11583,30,USA,f,married,y
11586,27,USA,m,single,n
11587,27.0,USA,f,single,n
11588,33.0,CAN,m,single,n
11589,45.0,USA,f,married,y
11590,26.0,USA,f,single,n
11591,26.0,USA,f,single,n
11592,32,USA,m,single,n
11593,28.0,USA,m,single,n
11596,30,USA,f,divorced,n
11597,32.0,USA,f,married,y
11598,32.0,USA,m,single,n
11600,26,USA,m,single,n
11602,21,USA,f,single,n
11603,38,USA,f,married,y
11606,19,USA,m,single,n
11607,34.0,USA,f,married,y
11608,28,IND,f,married,y
11609,33,USA,f,divorced,y
11610,59,USA,m,married,n
11611,24.0,USA,f,divorced,n
11614,44.0,USA,m,married,n
11615,29,USA,f,married,n
11617,24,USA,f,single,n
11618,50.0,USA,f,single,n
11620,65,USA,f,single,y
11621,29,USA,m,single,n
11623,49.0,USA,f,married,y
11624,30.0,USA,m,single,n
11625,26.0,USA,f,single,n
11626,39.0,USA,f,married,n
11629,33.0,USA,m,married,n
11631,34,USA,f,married,y
11633,28,HKG,m,single,n
11634,58.0,USA,m,married,y
11635,29,USA,f,married,y
11636,26,USA,f,single,n
11637,25.0,USA,f,single,n
11639,29.0,USA,f,married,y
11640,21.0,USA,m,single,n
11642,19,USA,f,single,n
11643,35.0,USA,f,married,n
11644,23,USA,f,single,n
11645,44,USA,m,single,n
11646,36.0,USA,m,married,y
11649,20.0,USA,m,single,n
11650,24.0,IND,m,single,n
11652,32.0,USA,f,married,y
11653,22,USA,f,single,n
11655,39,USA,f,married,n
11656,51,USA,f,married,y
11660,36,IND,m,separated,n
11662,24.0,USA,f,single,n
11663,24.0,USA,f,single,n
11665,26.0,USA,m,single,n
11666,25.0,USA,m,married,n
11667,27,USA,m,single,n
11670,36,USA,f,single,y
11672,35.0,USA,f,married,y
11673,34.0,USA,f,married,y
11674,54.0,USA,m,married,y
11676,29.0,USA,f,single,n
11677,24,USA,f,single,y
11678,21.0,USA,f,single,n
11680,62,USA,f,single,y
11681,27,USA,m,married,n
11682,39,,f,married,y
11683,21,USA,f,single,n
11684,26.0,IND,m,married,y
11685,68.0,USA,f,married,n
11686,28.0,USA,f,married,n
11687,47.0,USA,f,single,n
11689,33.0,USA,f,married,y
11690,19,USA,m,single,n
11691,19.0,USA,m,single,n
11693,28.0,USA,f,married,n
11694,42,USA,f,single,n
11695,30,,f,single,n
11696,31,USA,f,married,y
11697,31,USA,m,divorced,n
11698,30.0,USA,f,single,y
11699,26.0,USA,m,single,n
11700,60.0,USA,f,single,n
11702,24,MKD,m,married,
11703,67,USA,f,single,y
11705,33.0,USA,f,married,y
11707,32,USA,m,married,y
11708,28.0,USA,m,single,n
11709,31,USA,f,single,n
11711,35,USA,f,married,y
11713,32.0,USA,m,married,y
11714,23,USA,m,single,n
11715,47.0,USA,m,single,n
11716,21.0,IND,m,single,n
11717,26,USA,f,single,y
11719,18.0,USA,m,single,n
11720,27.0,USA,f,single,y
11723,26,USA,f,married,n
11724,28.0,USA,m,single,n
11725,31,USA,f,married,y
11726,42,USA,f,married,y
11728,26,USA,m,single,n
11729,23,USA,f,single,n
11730,43.0,CAN,m,married,n
11732,32,USA,f,married,y
11733,29,USA,m,single,n
11734,38.0,IND,m,married,n
11736,31,USA,m,single,n
11739,46.0,USA,f,married,y
11740,28.0,USA,f,married,y
11741,25,USA,f,single,n
11742,28.0,USA,f,married,y
11744,26,USA,f,single,n
11745,31.0,USA,m,single,n
11746,23.0,USA,m,single,n
11747,36.0,JAM,f,single,y
11748,38.0,USA,f,married,y
11749,40,BEL,f,single,n
11751,31.0,USA,m,single,y
11752,34,USA,m,single,n
11753,40,USA,m,single,n
11755,49,USA,f,married,y
11756,23.0,USA,m,single,n
11757,32,USA,f,married,y
11758,30.0,USA,f,single,n
11759,25,USA,f,single,y
11761,25.0,USA,f,single,n
11764,36,USA,f,single,y
11765,54.0,USA,m,divorced,y
11766,34,USA,f,married,n
11767,34.0,USA,m,single,n
11770,27.0,USA,f,single,n
11771,31.0,USA,m,married,y
11774,26.0,USA,m,single,n
11775,32.0,USA,f,married,y
11777,39.0,USA,m,divorced,y
11779,18.0,USA,m,single,n
11780,32,USA,m,married,y
11783,30.0,USA,f,married,y
11787,36,USA,m,married,y
11789,18,USA,f,single,n
11792,42,PRT,f,single,n
11794,28.0,USA,f,single,n
11797,38.0,USA,f,single,n
11798,36.0,USA,o,married,n
11801,37,USA,m,married,y
11803,28.0,USA,f,single,n
11805,25.0,USA,m,single,n
11807,25.0,USA,f,single,n
11809,24.0,USA,f,married,n
11811,29.0,USA,f,married,y
11812,26,IND,m,married,n
11813,39.0,USA,f,married,y
11817,30.0,USA,m,married,y
11818,18,GBR,m,single,n
11820,28,USA,f,single,n
11821,37.0,USA,f,single,n
11822,32.0,USA,f,married,y
11825,27.0,USA,m,married,y
11826,61,USA,f,divorced,y
11827,28.0,USA,m,single,n
11830,40.0,IRL,m,married,y
11831,41.0,USA,m,married,y
11832,50.0,USA,f,married,y
11833,31,USA,f,divorced,y
11834,40,USA,f,married,y
11835,19.0,FIN,m,single,n
11836,18.0,USA,m,single,n
11837,26.0,MUS,m,single,n
11839,68.0,USA,f,widowed,y
11840,24,USA,f,single,n
11841,25,USA,m,single,n
11842,32.0,USA,m,married,n
11844,27,USA,m,single,n
11845,25.0,USA,f,single,n
11848,29,IND,m,married,n
11849,32.0,USA,f,single,n
11850,30,USA,f,married,n
11851,24.0,USA,m,single,n
11852,29,USA,f,married,n
11853,61,USA,f,separated,y
11854,24.0,USA,f,single,n
11855,23,USA,f,single,n
11857,27,USA,f,married,y
11858,24,USA,f,married,n
11859,40,USA,m,single,y
11860,20.0,USA,f,single,n
11861,36.0,USA,f,married,y
11863,28.0,USA,m,single,n
11864,38.0,USA,m,single,n
11865,33.0,USA,m,single,n
11867,25,USA,m,single,n
11869,31.0,USA,m,single,n
11870,38.0,USA,f,married,y
11871,25,USA,m,married,y
11872,37,USA,m,married,y
11876,31,USA,f,married,y
11878,32.0,USA,f,single,n
11879,54.0,THA,f,divorced,y
11880,24,BRA,m,single,n
11883,27,USA,m,married,n
11884,30.0,USA,f,married,n
11886,23,IND,m,single,n
11887,29,USA,f,married,n
11888,24,USA,m,single,n
11889,21,USA,m,single,n
11891,29.0,USA,f,single,n
11893,29,USA,f,single,y
11894,58,USA,f,married,y
11895,36,USA,f,widowed,y
11896,63,USA,m,married,y
11897,35.0,USA,m,single,n
11898,29.0,USA,f,single,n
11899,30,USA,f,married,y
11905,33.0,USA,f,single,n
11906,26,USA,f,married,n
11908,36.0,USA,f,divorced,y
11909,38.0,USA,m,married,y
11910,32.0,USA,m,married,y
11911,32,USA,f,married,y
11912,25,MYS,f,single,n
11913,26.0,USA,m,single,n
11916,49.0,USA,m,divorced,y
11917,22,USA,m,single,n
11918,30,USA,f,single,n
11919,27,USA,m,single,n
11920,44,USA,f,divorced,y
11922,27,USA,f,single,n
11923,62,USA,m,separated,y
11925,28,USA,m,single,y
11927,54.0,ZAF,m,single,n
11928,37,USA,f,divorced,y
11929,25,USA,m,single,n
11930,26.0,USA,m,single,n
11931,33.0,USA,m,single,n
11933,25.0,USA,f,married,y
11935,23,USA,f,single,n
11937,25,USA,f,single,n
11938,34.0,USA,m,single,n
11939,35,USA,f,single,n
11940,28,,f,married,n
11941,24,USA,f,single,n
11942,21.0,USA,m,single,n
11943,36,USA,m,single,n
11944,23.0,IND,m,single,n
11945,35.0,,f,single,n
11946,33,USA,f,married,n
11947,40,USA,f,married,y
11948,36,USA,f,married,y
11950,18.0,USA,f,single,n
11951,36.0,USA,f,single,y
11952,30,USA,m,single,n
11954,29.0,USA,m,married,y
11955,21.0,GBR,m,single,n
11956,49,USA,f,married,y
11957,25.0,USA,m,single,n
11958,25.0,USA,m,single,n
11959,34.0,USA,m,single,n
11960,35,USA,f,single,y
11962,33.0,USA,m,single,n
11963,23.0,PHL,m,single,n
11964,32.0,USA,f,single,n
11965,38.0,USA,f,single,n
11966,40.0,USA,f,divorced,y
11967,33.0,USA,f,married,n
11968,24.0,USA,f,single,n
11969,39,USA,m,married,y
11971,23,USA,f,single,n
11972,40,USA,f,married,y
11973,25.0,USA,m,single,n
11975,29,USA,f,married,y
11977,21,USA,f,single,n
11978,19.0,USA,m,single,n
11979,37,USA,f,divorced,y
11980,20,USA,f,single,n
11981,29.0,USA,f,single,n
11982,28,USA,f,married,y
11984,26.0,USA,f,single,y
11985,47,USA,f,divorced,y
11986,30,USA,f,single,n
11987,34.0,USA,f,married,n
11988,31,USA,f,single,n
11989,39,USA,m,married,y
11990,36,USA,f,married,y
11991,26,USA,f,married,y
11992,19,USA,m,single,n
11995,33,USA,f,single,n
11996,30,USA,f,,n
11997,29.0,USA,f,single,n
11998,26.0,USA,m,single,n
11999,29,USA,f,single,n
12000,53,USA,f,married,y
12002,52,USA,m,single,n
12003,23,CAN,m,single,n
12004,31.0,USA,f,married,n
12006,21.0,USA,f,single,n
12007,23.0,USA,f,married,n
12008,35.0,USA,f,married,y
12009,43.0,USA,f,,n
12010,22,USA,f,single,n
12012,52.0,USA,f,married,y
12013,28.0,USA,m,single,n
12014,42.0,USA,m,married,y
12015,25,USA,f,married,n
12018,26.0,MEX,m,single,n
12020,56,GBR,f,married,y
12021,48.0,USA,f,married,y
12022,31.0,USA,m,married,n
12023,29.0,USA,m,married,n
12026,25.0,USA,m,single,n
12027,19.0,USA,m,single,n
12028,37.0,USA,f,married,y
12029,24,USA,f,married,n
12033,23.0,USA,m,single,n
12034,24,USA,f,single,n
12035,55.0,USA,m,married,y
12036,46.0,USA,f,married,y
12037,43,USA,f,married,y
12039,34,USA,m,married,y
12040,46.0,USA,f,divorced,y
12041,57,USA,m,married,y
12042,30,USA,f,married,n
12044,62,USA,f,divorced,y
12045,31,USA,f,married,y
12048,22,USA,f,single,n
12051,43.0,USA,f,married,y
12052,36,USA,f,married,y
12053,35.0,IND,m,married,y
12054,21.0,USA,m,single,n
12055,53.0,USA,f,married,y
12056,37,USA,f,married,y
12058,26.0,USA,f,single,n
12059,35,,f,single,n
12060,39,USA,f,single,y
12061,58.0,USA,f,widowed,y
12062,29,USA,f,single,n
12063,30.0,USA,m,single,y
12064,30,IND,m,married,n
12065,32.0,IND,m,married,y
12066,37.0,USA,f,single,n
12067,32,USA,f,divorced,n
12069,38,,f,married,y
12070,23.0,USA,f,single,n
12071,31.0,USA,m,single,n
12072,40,USA,f,single,n
12074,29,AUS,m,married,y
12075,53.0,USA,f,divorced,y
12076,30,USA,m,single,n
12077,24.0,IND,m,single,n
12078,23,USA,m,single,n
12079,31,USA,m,single,n
12080,26.0,USA,m,single,n
12081,31,,f,single,n
12082,34,USA,m,married,y
12084,26.0,USA,f,single,y
12085,22,GBR,f,single,n
12086,34,USA,m,single,n
12087,25,USA,m,single,n
12088,24,USA,f,single,n
12089,39,USA,f,married,y
12090,30.0,USA,f,single,n
12093,35.0,USA,f,single,n
12094,19.0,USA,m,single,n
12095,29,USA,f,married,n
12096,20.0,USA,m,single,n
12097,31.0,USA,f,divorced,y
12098,23,USA,m,single,n
12099,28,USA,f,single,y
12100,34.0,USA,m,married,n
12101,25.0,USA,f,married,y
12102,22,USA,f,married,y
12103,34.0,USA,f,married,y
12107,52,USA,f,married,y
12108,37,USA,m,married,y
12109,34,USA,m,single,n
12112,20,USA,f,single,n
12114,38,USA,f,married,y
12115,56,USA,f,divorced,y
12116,31,USA,f,married,y
12117,37,USA,f,married,y
12118,19.0,USA,m,single,n
12121,33.0,USA,m,married,y
12122,30,USA,f,married,n
12123,26.0,USA,m,single,n
12124,65.0,USA,f,married,y
12126,44.0,USA,f,single,y
12127,22,USA,m,single,n
12128,33,USA,f,divorced,n
12129,43,USA,f,married,n
12130,38.0,USA,m,married,n
12132,35.0,USA,m,single,n
12133,29,USA,f,divorced,n
12134,21.0,USA,m,single,n
12135,32,IND,m,married,y
12138,33.0,IND,f,married,y
12139,22,USA,f,single,n
12141,27,USA,f,divorced,y
12143,26.0,USA,m,single,n
12144,27.0,USA,f,single,n
12146,26.0,USA,m,single,n
12147,29.0,USA,m,single,n
12148,41.0,USA,f,married,y
12149,37,USA,f,single,n
12151,27.0,USA,f,single,n
12152,55.0,USA,f,married,y
12153,27,CAN,m,single,n
12155,37.0,USA,m,single,n
12157,28,USA,f,single,n
12158,23,USA,m,single,n
12160,42.0,CAN,m,married,n
12161,32,USA,f,married,y
12163,18.0,PHL,m,single,n
12164,24,USA,f,single,y
12165,29.0,USA,m,single,y
12166,28.0,USA,f,single,n
12168,19,ITA,m,single,n
12169,34,USA,f,married,y
12172,28,USA,f,single,n
12173,25.0,USA,f,single,n
12174,56,USA,f,married,y
12177,26,USA,f,single,n
12178,33,IND,m,single,n
12179,49.0,USA,f,single,n
12180,20.0,USA,m,single,n
12181,21.0,USA,f,single,n
12182,33,USA,m,married,y
12184,37,USA,m,single,n
12185,26,USA,m,married,y
12186,18.0,USA,m,single,n
12187,30.0,USA,m,widowed,n
12188,27,USA,f,married,y
12189,31.0,IND,f,married,y
12190,31,USA,m,married,n
12191,50,USA,m,single,n
12192,33.0,USA,m,married,y
12193,35.0,USA,f,married,y
12194,29,USA,f,single,n
12195,23.0,IND,m,single,n
12196,27,USA,f,single,n
12197,22.0,USA,f,single,n
12198,31,USA,f,married,y
12200,33.0,USA,f,single,n
12202,33,USA,f,single,n
12203,29.0,USA,f,single,n
12204,37,USA,f,,n
12205,23.0,USA,f,single,n
12206,29,IND,m,single,n
12207,52,USA,f,separated,y
12211,32.0,USA,m,married,n
12212,25.0,USA,f,married,y
12218,54,USA,m,married,n
12219,28,TUN,m,single,n
12222,23.0,USA,f,single,y
12223,38,USA,f,married,n
12225,23,USA,f,single,y
12228,4,USA,f,,y
12231,47,USA,f,married,y
12233,57,USA,f,single,n
12235,,,,,
12236,33,IND,m,single,n
12237,22,USA,m,single,n
12238,34,USA,f,married,n
12239,28.0,ZAF,m,married,n
12241,37,USA,m,single,n
12242,27.0,USA,m,single,n
12243,29,USA,f,single,n
12245,23.0,USA,m,single,n
12246,29,USA,m,single,n
12247,25.0,USA,m,single,n
12248,46,USA,m,married,y
12249,25.0,USA,m,single,n
12250,24,USA,f,married,y
12251,41,USA,f,divorced,y
12252,29.0,USA,m,married,y
12254,54,NIC,m,single,n
12260,23,USA,f,single,n
12261,26,USA,m,single,n
12262,64,IND,m,married,y
12263,29.0,IND,f,married,n
12264,53.0,USA,f,single,n
12267,30.0,USA,m,single,n
12268,24,USA,f,single,n
12269,25.0,USA,f,single,n
12270,32,USA,m,married,n
12271,22,USA,f,single,n
12272,23.0,USA,f,single,n
12273,26,USA,f,married,n
12274,38,USA,f,single,y
12275,32.0,IND,f,married,y
12276,60yrs,USA,f,single,y
12277,32,USA,f,married,y
12279,20.0,USA,f,single,n
12280,28,USA,m,single,n
12281,21,USA,f,single,n
12282,34.0,USA,m,married,y
12283,28.0,USA,f,single,n
12286,25,USA,f,married,n
12287,30.0,USA,m,married,y
12288,63,USA,m,divorced,y
12289,35,USA,f,married,y
12290,34,USA,f,divorced,y
12291,32.0,USA,f,single,y
12292,25.0,IND,m,single,n
12293,44.0,USA,f,married,y
12294,37.0,USA,f,divorced,n
12295,48,USA,f,married,n
12296,24,USA,f,single,y
12297,38,USA,m,married,y
12298,28.0,USA,f,married,n
12299,30.0,USA,m,single,n
12300,29,USA,f,single,n
12301,18.0,USA,f,single,n
12302,23,JAM,f,single,n
12303,31.0,USA,m,separated,y
12306,30,USA,m,married,n
12307,40.0,USA,m,married,y
12308,35,USA,f,married,y
12311,29.0,USA,m,married,n
12312,27,USA,m,single,n
12313,24,USA,f,single,n
12314,63,USA,f,divorced,y
12315,39,USA,m,single,n
12317,46,USA,m,single,n
12318,25,USA,f,single,y
12319,24.0,USA,m,single,n
12320,26,USA,m,single,y
12321,34,USA,m,single,n
12323,25,USA,f,single,n
12324,34,USA,f,divorced,y
12326,24,USA,f,married,n
12328,31.0,USA,m,married,y
12329,29,USA,m,single,n
12330,31.0,USA,m,married,n
12331,25,USA,m,single,n
12332,48,USA,m,married,n
12333,34,USA,f,married,y
12335,57,USA,f,divorced,y
12336,65.0,USA,f,divorced,y
12337,30,USA,m,divorced,n
12338,40,USA,m,widowed,y
12339,31.0,USA,m,married,y
12341,21,USA,f,married,n
12342,37,USA,m,married,y
12343,35,,m,married,y
12344,27.0,USA,m,single,n
12345,,USA,m,,
12346,47,USA,m,married,y
12349,20.0,USA,m,single,n
12350,21.0,USA,f,single,n
12351,31,USA,m,married,n
12352,20.0,USA,f,single,n
12353,23.0,USA,f,married,n
12354,36,USA,f,married,n
12355,44.0,USA,f,married,y
12357,28,IND,f,married,n
12358,27.0,USA,f,single,n
12359,40.0,USA,f,divorced,y
12360,38,USA,f,single,n
12362,24,IND,m,single,n
12363,34.0,USA,f,married,y
12364,26.0,USA,m,single,n
12368,25.0,USA,m,single,n
12369,34,USA,m,married,y
12370,48,USA,f,married,y
12371,31,USA,m,single,n
12374,22.0,USA,f,single,n
12375,18,USA,m,single,n
12376,32,USA,m,married,n
12377,29.0,USA,f,single,n
12378,22.0,USA,f,single,n
12379,39,USA,m,single,n
12380,30,USA,o,separated,n
12381,44.0,IND,f,married,y
12382,38,USA,o,married,y
12383,29,USA,m,single,n
12384,35.0,USA,f,single,n
12385,48.0,USA,f,single,n
12386,33,USA,f,single,y
12387,25.0,USA,f,single,n
12388,45,USA,m,married,y
12389,41,USA,m,married,y
12392,33,USA,m,single,n
12393,32,USA,f,single,n
12395,26,USA,m,single,n
12396,35,USA,f,single,y
12397,25,USA,f,single,n
12399,25,USA,m,single,n
12400,24.0,USA,m,single,y
12401,28.0,USA,f,married,n
12402,32,USA,f,married,y
12403,25,USA,m,single,n
12404,44.0,USA,f,married,y
12406,25,USA,f,single,n
12408,27.0,USA,f,married,y
12409,29.0,USA,f,single,n
12411,25,USA,m,single,n
12412,21.0,USA,f,single,n
12414,29.0,USA,m,single,n
12415,37.0,USA,f,married,y
12417,27.0,USA,m,single,n
12419,28.0,IND,m,married,n
12420,37,USA,m,single,n
12421,27.0,USA,f,single,y
12422,31.0,USA,m,married,n
12423,35.0,USA,m,single,n
12425,24,USA,m,single,n
12426,21.0,USA,f,single,n
12427,35,USA,m,single,n
12428,41,USA,f,separated,y
12430,20,DEU,m,single,n
12431,25,USA,f,single,n
12432,19,USA,f,single,n
12433,24.0,USA,f,single,y
12434,29.0,USA,f,single,n
12435,40,USA,m,married,y
12436,50,USA,m,married,y
12437,23.0,USA,f,single,n
12438,42,USA,f,single,y
12439,29,USA,f,married,n
12440,31.0,USA,f,single,n
12441,35,USA,m,single,n
12442,30.0,CAN,m,married,y
12443,34.0,USA,f,single,n
12444,26,USA,f,divorced,y
12445,22.0,USA,o,single,n
12446,3,GBR,f,married,n
12447,21.0,USA,f,single,n
12448,26,USA,f,single,n
12449,22.0,USA,f,single,y
12450,2.0,USA,f,,n
12451,33,IND,f,married,y
12453,30,USA,f,married,y
12454,44.0,USA,f,single,n
12457,27,USA,f,married,y
12459,38.0,USA,f,divorced,n
12460,25,USA,f,single,y
12461,26,USA,m,single,n
12462,23,USA,f,single,n
12463,20,USA,m,single,n
12465,22.0,USA,f,single,y
12466,45,USA,f,married,y
12467,39.0,USA,f,divorced,y
12468,23.0,USA,f,single,n
12470,28,USA,m,single,n
